n,T,num_runs,num_odd,num_even
10987,99,66,33,66
10988,68,43,21,47
10989,68,42,21,47
10990,68,43,21,47
10991,99,66,33,66
10992,42,23,11,31
10993,130,90,45,85
10994,99,67,33,66
10995,99,66,33,66
10996,42,23,11,31
10997,42,22,11,31
10998,68,43,21,47
10999,68,42,21,47
11000,42,23,11,31
11001,68,42,21,47
11002,42,23,11,31
11003,73,46,23,50
11004,174,125,62,112
11005,174,124,62,112
11006,174,125,62,112
11007,73,46,23,50
11008,37,19,9,28
11009,192,138,69,123
11010,192,139,69,123
11011,192,138,69,123
11012,130,91,45,85
11013,130,90,45,85
11014,130,91,45,85
11015,68,42,21,47
11016,161,115,57,104
11017,161,114,57,104
11018,161,115,57,104
11019,143,100,50,93
11020,161,115,57,104
11021,161,114,57,104
11022,130,91,45,85
11023,130,90,45,85
11024,130,91,45,85
11025,161,114,57,104
11026,99,67,33,66
11027,99,66,33,66
11028,130,91,45,85
11029,130,90,45,85
11030,161,115,57,104
11031,161,114,57,104
11032,130,91,45,85
11033,99,66,33,66
11034,130,91,45,85
11035,99,66,33,66
11036,161,115,57,104
11037,161,114,57,104
11038,161,115,57,104
11039,143,100,50,93
11040,130,91,45,85
11041,161,114,57,104
11042,130,91,45,85
11043,130,90,45,85
11044,130,91,45,85
11045,130,90,45,85
11046,130,91,45,85
11047,68,42,21,47
11048,130,91,45,85
11049,68,42,21,47
11050,130,91,45,85
11051,117,80,40,77
11052,42,23,11,31
11053,42,22,11,31
11054,42,23,11,31
11055,99,66,33,66
11056,130,91,45,85
11057,42,22,11,31
11058,42,23,11,31
11059,42,22,11,31
11060,130,91,45,85
11061,130,90,45,85
11062,42,23,11,31
11063,42,22,11,31
11064,99,67,33,66
11065,161,114,57,104
11066,99,67,33,66
11067,42,22,11,31
11068,99,67,33,66
11069,99,66,33,66
11070,130,91,45,85
11071,130,90,45,85
11072,37,19,9,28
11073,130,90,45,85
11074,68,43,21,47
11075,68,42,21,47
11076,68,43,21,47
11077,68,42,21,47
11078,68,43,21,47
11079,42,22,11,31
11080,68,43,21,47
11081,68,42,21,47
11082,68,43,21,47
11083,68,42,21,47
11084,68,43,21,47
11085,68,42,21,47
11086,205,149,74,131
11087,205,148,74,131
11088,37,19,9,28
11089,55,32,16,39
11090,55,33,16,39
11091,55,32,16,39
11092,37,19,9,28
11093,37,18,9,28
11094,55,33,16,39
11095,55,32,16,39
11096,68,43,21,47
11097,68,42,21,47
11098,68,43,21,47
11099,91,60,30,61
11100,68,43,21,47
11101,68,42,21,47
11102,68,43,21,47
11103,68,42,21,47
11104,130,91,45,85
11105,192,138,69,123
11106,130,91,45,85
11107,130,90,45,85
11108,130,91,45,85
11109,130,90,45,85
11110,130,91,45,85
11111,55,32,16,39
11112,130,91,45,85
11113,117,80,40,77
11114,130,91,45,85
11115,161,114,57,104
11116,161,115,57,104
11117,161,114,57,104
11118,161,115,57,104
11119,161,114,57,104
11120,130,91,45,85
11121,130,90,45,85
11122,130,91,45,85
11123,130,90,45,85
11124,130,91,45,85
11125,130,90,45,85
11126,117,81,40,77
11127,117,80,40,77
11128,117,81,40,77
11129,68,42,21,47
11130,117,81,40,77
11131,73,46,23,50
11132,117,81,40,77
11133,117,80,40,77
11134,236,173,86,150
11135,236,172,86,150
11136,37,19,9,28
11137,91,60,30,61
11138,130,91,45,85
11139,130,90,45,85
11140,68,43,21,47
11141,68,42,21,47
11142,68,43,21,47
11143,130,90,45,85
11144,37,19,9,28
11145,143,100,50,93
11146,37,19,9,28
11147,68,42,21,47
11148,37,19,9,28
11149,37,18,9,28
11150,68,43,21,47
11151,68,42,21,47
11152,130,91,45,85
11153,42,22,11,31
11154,42,23,11,31
11155,42,22,11,31
11156,130,91,45,85
11157,130,90,45,85
11158,42,23,11,31
11159,42,22,11,31
11160,130,91,45,85
11161,42,22,11,31
11162,130,91,45,85
11163,112,76,38,74
11164,68,43,21,47
11165,68,42,21,47
11166,68,43,21,47
11167,68,42,21,47
11168,37,19,9,28
11169,161,114,57,104
11170,130,91,45,85
11171,130,90,45,85
11172,112,77,38,74
11173,112,76,38,74
11174,112,77,38,74
11175,117,80,40,77
11176,37,19,9,28
11177,161,114,57,104
11178,37,19,9,28
11179,42,22,11,31
11180,68,43,21,47
11181,68,42,21,47
11182,68,43,21,47
11183,68,42,21,47
11184,68,43,21,47
11185,68,42,21,47
11186,68,43,21,47
11187,68,42,21,47
11188,68,43,21,47
11189,68,42,21,47
11190,130,91,45,85
11191,130,90,45,85
11192,68,43,21,47
11193,68,42,21,47
11194,68,43,21,47
11195,68,42,21,47
11196,68,43,21,47
11197,68,42,21,47
11198,68,43,21,47
11199,73,46,23,50
11200,86,57,28,58
11201,68,42,21,47
11202,68,43,21,47
11203,68,42,21,47
11204,37,19,9,28
11205,37,18,9,28
11206,37,19,9,28
11207,68,42,21,47
11208,99,67,33,66
11209,68,42,21,47
11210,99,67,33,66
11211,68,42,21,47
11212,99,67,33,66
11213,99,66,33,66
11214,68,43,21,47
11215,68,42,21,47
11216,86,57,28,58
11217,99,66,33,66
11218,112,77,38,74
11219,112,76,38,74
11220,86,57,28,58
11221,86,56,28,58
11222,161,115,57,104
11223,161,114,57,104
11224,130,91,45,85
11225,37,18,9,28
11226,130,91,45,85
11227,68,42,21,47
11228,130,91,45,85
11229,130,90,45,85
11230,68,43,21,47
11231,68,42,21,47
11232,86,57,28,58
11233,205,148,74,131
11234,86,57,28,58
11235,86,56,28,58
11236,161,115,57,104
11237,161,114,57,104
11238,161,115,57,104
11239,60,36,18,42
11240,86,57,28,58
11241,99,66,33,66
11242,86,57,28,58
11243,68,42,21,47
11244,60,37,18,42
11245,60,36,18,42
11246,60,37,18,42
11247,60,36,18,42
11248,174,125,62,112
11249,86,56,28,58
11250,161,115,57,104
11251,161,114,57,104
11252,174,125,62,112
11253,174,124,62,112
11254,60,37,18,42
11255,60,36,18,42
11256,174,125,62,112
11257,112,76,38,74
11258,174,125,62,112
11259,60,36,18,42
11260,161,115,57,104
11261,161,114,57,104
11262,161,115,57,104
11263,205,148,74,131
11264,24,9,4,20
11265,60,36,18,42
11266,60,37,18,42
11267,60,36,18,42
11268,86,57,28,58
11269,86,56,28,58
11270,86,57,28,58
11271,60,36,18,42
11272,86,57,28,58
11273,205,148,74,131
11274,86,57,28,58
11275,86,56,28,58
11276,86,57,28,58
11277,86,56,28,58
11278,86,57,28,58
11279,86,56,28,58
11280,37,19,9,28
11281,86,56,28,58
11282,42,23,11,31
11283,42,22,11,31
11284,37,19,9,28
11285,37,18,9,28
11286,86,57,28,58
11287,86,56,28,58
11288,37,19,9,28
11289,205,148,74,131
11290,37,19,9,28
11291,148,104,52,96
11292,60,37,18,42
11293,60,36,18,42
11294,60,37,18,42
11295,60,36,18,42
11296,130,91,45,85
11297,60,36,18,42
11298,37,19,9,28
11299,37,18,9,28
11300,86,57,28,58
11301,86,56,28,58
11302,86,57,28,58
11303,86,56,28,58
11304,130,91,45,85
11305,86,56,28,58
11306,130,91,45,85
11307,112,76,38,74
11308,112,77,38,74
11309,112,76,38,74
11310,112,77,38,74
11311,86,56,28,58
11312,130,91,45,85
11313,112,76,38,74
11314,112,77,38,74
11315,112,76,38,74
11316,130,91,45,85
11317,130,90,45,85
11318,68,43,21,47
11319,68,42,21,47
11320,37,19,9,28
11321,112,76,38,74
11322,37,19,9,28
11323,112,76,38,74
11324,37,19,9,28
11325,37,18,9,28
11326,86,57,28,58
11327,86,56,28,58
11328,37,19,9,28
11329,130,90,45,85
11330,130,91,45,85
11331,130,90,45,85
11332,130,91,45,85
11333,130,90,45,85
11334,130,91,45,85
11335,86,56,28,58
11336,81,53,26,55
11337,86,56,28,58
11338,81,53,26,55
11339,130,90,45,85
11340,81,53,26,55
11341,81,52,26,55
11342,81,53,26,55
11343,81,52,26,55
11344,37,19,9,28
11345,81,52,26,55
11346,205,149,74,131
11347,205,148,74,131
11348,37,19,9,28
11349,37,18,9,28
11350,130,91,45,85
11351,130,90,45,85
11352,130,91,45,85
11353,42,22,11,31
11354,130,91,45,85
11355,161,114,57,104
11356,130,91,45,85
11357,130,90,45,85
11358,161,115,57,104
11359,161,114,57,104
11360,37,19,9,28
11361,81,52,26,55
11362,81,53,26,55
11363,81,52,26,55
11364,81,53,26,55
11365,81,52,26,55
11366,81,53,26,55
11367,143,100,50,93
11368,37,19,9,28
11369,130,90,45,85
11370,37,19,9,28
11371,81,52,26,55
11372,174,125,62,112
11373,174,124,62,112
11374,174,125,62,112
11375,81,52,26,55
11376,68,43,21,47
11377,37,18,9,28
11378,130,91,45,85
11379,130,90,45,85
11380,68,43,21,47
11381,68,42,21,47
11382,174,125,62,112
11383,174,124,62,112
11384,68,43,21,47
11385,130,90,45,85
11386,68,43,21,47
11387,174,124,62,112
11388,174,125,62,112
11389,174,124,62,112
11390,174,125,62,112
11391,205,148,74,131
11392,37,19,9,28
11393,130,90,45,85
11394,68,43,21,47
11395,68,42,21,47
11396,68,43,21,47
11397,68,42,21,47
11398,68,43,21,47
11399,55,32,16,39
11400,29,13,6,23
11401,81,52,26,55
11402,29,13,6,23
11403,55,32,16,39
11404,29,13,6,23
11405,29,12,6,23
11406,55,33,16,39
11407,55,32,16,39
11408,29,13,6,23
11409,81,52,26,55
11410,81,53,26,55
11411,81,52,26,55
11412,29,13,6,23
11413,29,12,6,23
11414,29,13,6,23
11415,29,12,6,23
11416,29,13,6,23
11417,130,90,45,85
11418,29,13,6,23
11419,81,52,26,55
11420,130,91,45,85
11421,130,90,45,85
11422,130,91,45,85
11423,55,32,16,39
11424,37,19,9,28
11425,81,52,26,55
11426,174,125,62,112
11427,174,124,62,112
11428,174,125,62,112
11429,174,124,62,112
11430,174,125,62,112
11431,174,124,62,112
11432,37,19,9,28
11433,130,90,45,85
11434,37,19,9,28
11435,68,42,21,47
11436,81,53,26,55
11437,81,52,26,55
11438,81,53,26,55
11439,55,32,16,39
11440,29,13,6,23
11441,81,52,26,55
11442,81,53,26,55
11443,81,52,26,55
11444,29,13,6,23
11445,29,12,6,23
11446,174,125,62,112
11447,174,124,62,112
11448,29,13,6,23
11449,130,90,45,85
11450,29,13,6,23
11451,130,90,45,85
11452,81,53,26,55
11453,81,52,26,55
11454,81,53,26,55
11455,143,100,50,93
11456,37,19,9,28
11457,29,12,6,23
11458,29,13,6,23
11459,29,12,6,23
11460,29,13,6,23
11461,29,12,6,23
11462,29,13,6,23
11463,68,42,21,47
11464,29,13,6,23
11465,68,42,21,47
11466,29,13,6,23
11467,68,42,21,47
11468,29,13,6,23
11469,29,12,6,23
11470,174,125,62,112
11471,174,124,62,112
11472,37,19,9,28
11473,112,76,38,74
11474,112,77,38,74
11475,112,76,38,74
11476,37,19,9,28
11477,37,18,9,28
11478,174,125,62,112
11479,174,124,62,112
11480,81,53,26,55
11481,81,52,26,55
11482,81,53,26,55
11483,81,52,26,55
11484,81,53,26,55
11485,81,52,26,55
11486,81,53,26,55
11487,81,52,26,55
11488,55,33,16,39
11489,174,124,62,112
11490,37,19,9,28
11491,37,18,9,28
11492,174,125,62,112
11493,174,124,62,112
11494,174,125,62,112
11495,86,56,28,58
11496,55,33,16,39
11497,81,52,26,55
11498,55,33,16,39
11499,143,100,50,93
11500,55,33,16,39
11501,55,32,16,39
11502,55,33,16,39
11503,236,172,86,150
11504,55,33,16,39
11505,55,32,16,39
11506,130,91,45,85
11507,130,90,45,85
11508,55,33,16,39
11509,55,32,16,39
11510,55,33,16,39
11511,55,32,16,39
11512,130,91,45,85
11513,174,124,62,112
11514,130,91,45,85
11515,112,76,38,74
11516,130,91,45,85
11517,130,90,45,85
11518,112,77,38,74
11519,112,76,38,74
11520,24,9,4,20
11521,174,124,62,112
11522,174,125,62,112
11523,174,124,62,112
11524,37,19,9,28
11525,37,18,9,28
11526,37,19,9,28
11527,99,66,33,66
11528,143,101,50,93
11529,55,32,16,39
11530,143,101,50,93
11531,55,32,16,39
11532,143,101,50,93
11533,143,100,50,93
11534,55,33,16,39
11535,55,32,16,39
11536,50,29,14,36
11537,143,100,50,93
11538,174,125,62,112
11539,174,124,62,112
11540,50,29,14,36
11541,50,28,14,36
11542,143,101,50,93
11543,143,100,50,93
11544,50,29,14,36
11545,55,32,16,39
11546,50,29,14,36
11547,174,124,62,112
11548,130,91,45,85
11549,130,90,45,85
11550,130,91,45,85
11551,143,100,50,93
11552,50,29,14,36
11553,143,100,50,93
11554,143,101,50,93
11555,143,100,50,93
11556,143,101,50,93
11557,143,100,50,93
11558,143,101,50,93
11559,130,90,45,85
11560,50,29,14,36
11561,68,42,21,47
11562,50,29,14,36
11563,143,100,50,93
11564,50,29,14,36
11565,50,28,14,36
11566,50,29,14,36
11567,130,90,45,85
11568,50,29,14,36
11569,81,52,26,55
11570,81,53,26,55
11571,81,52,26,55
11572,50,29,14,36
11573,50,28,14,36
11574,81,53,26,55
11575,81,52,26,55
11576,55,33,16,39
11577,112,76,38,74
11578,55,33,16,39
11579,50,28,14,36
11580,55,33,16,39
11581,55,32,16,39
11582,112,77,38,74
11583,112,76,38,74
11584,24,9,4,20
11585,50,28,14,36
11586,55,33,16,39
11587,55,32,16,39
11588,143,101,50,93
11589,143,100,50,93
11590,143,101,50,93
11591,86,56,28,58
11592,143,101,50,93
11593,187,134,67,120
11594,143,101,50,93
11595,143,100,50,93
11596,143,101,50,93
11597,143,100,50,93
11598,205,149,74,131
11599,205,148,74,131
11600,24,9,4,20
11601,81,52,26,55
11602,81,53,26,55
11603,81,52,26,55
11604,24,9,4,20
11605,24,8,4,20
11606,174,125,62,112
11607,174,124,62,112
11608,143,101,50,93
11609,143,100,50,93
11610,143,101,50,93
11611,143,100,50,93
11612,143,101,50,93
11613,143,100,50,93
11614,112,77,38,74
11615,112,76,38,74
11616,50,29,14,36
11617,143,100,50,93
11618,50,29,14,36
11619,50,28,14,36
11620,50,29,14,36
11621,50,28,14,36
11622,50,29,14,36
11623,161,114,57,104
11624,50,29,14,36
11625,174,124,62,112
11626,50,29,14,36
11627,174,124,62,112
11628,143,101,50,93
11629,143,100,50,93
11630,143,101,50,93
11631,174,124,62,112
11632,50,29,14,36
11633,50,28,14,36
11634,143,101,50,93
11635,143,100,50,93
11636,50,29,14,36
11637,50,28,14,36
11638,143,101,50,93
11639,143,100,50,93
11640,143,101,50,93
11641,130,90,45,85
11642,143,101,50,93
11643,55,32,16,39
11644,143,101,50,93
11645,143,100,50,93
11646,143,101,50,93
11647,143,100,50,93
11648,99,67,33,66
11649,143,100,50,93
11650,50,29,14,36
11651,50,28,14,36
11652,112,77,38,74
11653,112,76,38,74
11654,112,77,38,74
11655,50,28,14,36
11656,37,19,9,28
11657,112,76,38,74
11658,37,19,9,28
11659,112,76,38,74
11660,37,19,9,28
11661,37,18,9,28
11662,50,29,14,36
11663,50,28,14,36
11664,37,19,9,28
11665,81,52,26,55
11666,81,53,26,55
11667,81,52,26,55
11668,37,19,9,28
11669,37,18,9,28
11670,81,53,26,55
11671,81,52,26,55
11672,37,19,9,28
11673,81,52,26,55
11674,37,19,9,28
11675,81,52,26,55
11676,218,159,79,139
11677,218,158,79,139
11678,218,159,79,139
11679,81,52,26,55
11680,99,67,33,66
11681,68,42,21,47
11682,81,53,26,55
11683,81,52,26,55
11684,81,53,26,55
11685,81,52,26,55
11686,81,53,26,55
11687,68,42,21,47
11688,99,67,33,66
11689,81,52,26,55
11690,99,67,33,66
11691,104,70,35,69
11692,143,101,50,93
11693,143,100,50,93
11694,143,101,50,93
11695,81,52,26,55
11696,143,101,50,93
11697,143,100,50,93
11698,143,101,50,93
11699,143,100,50,93
11700,143,101,50,93
11701,143,100,50,93
11702,143,101,50,93
11703,143,100,50,93
11704,143,101,50,93
11705,143,100,50,93
11706,143,101,50,93
11707,143,100,50,93
11708,174,125,62,112
11709,174,124,62,112
11710,174,125,62,112
11711,81,52,26,55
11712,99,67,33,66
11713,143,100,50,93
11714,143,101,50,93
11715,143,100,50,93
11716,99,67,33,66
11717,99,66,33,66
11718,99,67,33,66
11719,143,100,50,93
11720,37,19,9,28
11721,130,90,45,85
11722,37,19,9,28
11723,130,90,45,85
11724,37,19,9,28
11725,37,18,9,28
11726,130,91,45,85
11727,130,90,45,85
11728,99,67,33,66
11729,37,18,9,28
11730,104,71,35,69
11731,104,70,35,69
11732,99,67,33,66
11733,99,66,33,66
11734,81,53,26,55
11735,81,52,26,55
11736,143,101,50,93
11737,143,100,50,93
11738,143,101,50,93
11739,50,28,14,36
11740,143,101,50,93
11741,143,100,50,93
11742,81,53,26,55
11743,81,52,26,55
11744,50,29,14,36
11745,81,52,26,55
11746,99,67,33,66
11747,99,66,33,66
11748,55,33,16,39
11749,55,32,16,39
11750,55,33,16,39
11751,55,32,16,39
11752,50,29,14,36
11753,55,32,16,39
11754,50,29,14,36
11755,156,110,55,101
11756,81,53,26,55
11757,81,52,26,55
11758,81,53,26,55
11759,81,52,26,55
11760,50,29,14,36
11761,50,28,14,36
11762,50,29,14,36
11763,50,28,14,36
11764,50,29,14,36
11765,50,28,14,36
11766,143,101,50,93
11767,143,100,50,93
11768,174,125,62,112
11769,125,86,43,82
11770,174,125,62,112
11771,125,86,43,82
11772,174,125,62,112
11773,174,124,62,112
11774,125,87,43,82
11775,125,86,43,82
11776,24,9,4,20
11777,81,52,26,55
11778,99,67,33,66
11779,99,66,33,66
11780,81,53,26,55
11781,81,52,26,55
11782,81,53,26,55
11783,81,52,26,55
11784,99,67,33,66
11785,81,52,26,55
11786,99,67,33,66
11787,81,52,26,55
11788,99,67,33,66
11789,99,66,33,66
11790,81,53,26,55
11791,81,52,26,55
11792,143,101,50,93
11793,99,66,33,66
11794,81,53,26,55
11795,81,52,26,55
11796,143,101,50,93
11797,143,100,50,93
11798,50,29,14,36
11799,50,28,14,36
11800,143,101,50,93
11801,50,28,14,36
11802,143,101,50,93
11803,81,52,26,55
11804,99,67,33,66
11805,99,66,33,66
11806,99,67,33,66
11807,81,52,26,55
11808,24,9,4,20
11809,112,76,38,74
11810,143,101,50,93
11811,143,100,50,93
11812,125,87,43,82
11813,125,86,43,82
11814,125,87,43,82
11815,99,66,33,66
11816,24,9,4,20
11817,81,52,26,55
11818,24,9,4,20
11819,143,100,50,93
11820,143,101,50,93
11821,143,100,50,93
11822,143,101,50,93
11823,112,76,38,74
11824,24,9,4,20
11825,81,52,26,55
11826,81,53,26,55
11827,81,52,26,55
11828,24,9,4,20
11829,24,8,4,20
11830,174,125,62,112
11831,174,124,62,112
11832,99,67,33,66
11833,99,66,33,66
11834,99,67,33,66
11835,174,124,62,112
11836,99,67,33,66
11837,99,66,33,66
11838,174,125,62,112
11839,174,124,62,112
11840,50,29,14,36
11841,187,134,67,120
11842,187,135,67,120
11843,187,134,67,120
11844,37,19,9,28
11845,37,18,9,28
11846,37,19,9,28
11847,73,46,23,50
11848,37,19,9,28
11849,99,66,33,66
11850,37,19,9,28
11851,37,18,9,28
11852,37,19,9,28
11853,37,18,9,28
11854,73,47,23,50
11855,73,46,23,50
11856,50,29,14,36
11857,187,134,67,120
11858,187,135,67,120
11859,187,134,67,120
11860,50,29,14,36
11861,50,28,14,36
11862,37,19,9,28
11863,37,18,9,28
11864,143,101,50,93
11865,73,46,23,50
11866,143,101,50,93
11867,73,46,23,50
11868,143,101,50,93
11869,143,100,50,93
11870,99,67,33,66
11871,99,66,33,66
11872,50,29,14,36
11873,99,66,33,66
11874,143,101,50,93
11875,143,100,50,93
11876,143,101,50,93
11877,143,100,50,93
11878,143,101,50,93
11879,73,46,23,50
11880,50,29,14,36
11881,99,66,33,66
11882,50,29,14,36
11883,99,66,33,66
11884,50,29,14,36
11885,50,28,14,36
11886,50,29,14,36
11887,55,32,16,39
11888,99,67,33,66
11889,50,28,14,36
11890,50,29,14,36
11891,50,28,14,36
11892,99,67,33,66
11893,99,66,33,66
11894,143,101,50,93
11895,143,100,50,93
11896,99,67,33,66
11897,73,46,23,50
11898,99,67,33,66
11899,143,100,50,93
11900,50,29,14,36
11901,50,28,14,36
11902,50,29,14,36
11903,125,86,43,82
11904,24,9,4,20
11905,99,66,33,66
11906,50,29,14,36
11907,50,28,14,36
11908,143,101,50,93
11909,143,100,50,93
11910,143,101,50,93
11911,125,86,43,82
11912,50,29,14,36
11913,112,76,38,74
11914,50,29,14,36
11915,143,100,50,93
11916,50,29,14,36
11917,50,28,14,36
11918,125,87,43,82
11919,125,86,43,82
11920,94,63,31,63
11921,50,28,14,36
11922,50,29,14,36
11923,50,28,14,36
11924,94,63,31,63
11925,94,62,31,63
11926,50,29,14,36
11927,50,28,14,36
11928,94,63,31,63
11929,99,66,33,66
11930,94,63,31,63
11931,218,158,79,139
11932,143,101,50,93
11933,143,100,50,93
11934,143,101,50,93
11935,99,66,33,66
11936,24,9,4,20
11937,143,100,50,93
11938,94,63,31,63
11939,94,62,31,63
11940,143,101,50,93
11941,143,100,50,93
11942,143,101,50,93
11943,99,66,33,66
11944,24,9,4,20
11945,249,182,91,158
11946,24,9,4,20
11947,94,62,31,63
11948,50,29,14,36
11949,50,28,14,36
11950,50,29,14,36
11951,94,62,31,63
11952,50,29,14,36
11953,50,28,14,36
11954,50,29,14,36
11955,50,28,14,36
11956,50,29,14,36
11957,50,28,14,36
11958,55,33,16,39
11959,55,32,16,39
11960,50,29,14,36
11961,143,100,50,93
11962,50,29,14,36
11963,143,100,50,93
11964,50,29,14,36
11965,50,28,14,36
11966,50,29,14,36
11967,143,100,50,93
11968,50,29,14,36
11969,50,28,14,36
11970,94,63,31,63
11971,94,62,31,63
11972,50,29,14,36
11973,50,28,14,36
11974,50,29,14,36
11975,50,28,14,36
11976,50,29,14,36
11977,187,134,67,120
11978,50,29,14,36
11979,187,134,67,120
11980,50,29,14,36
11981,50,28,14,36
11982,94,63,31,63
11983,94,62,31,63
11984,50,29,14,36
11985,81,52,26,55
11986,81,53,26,55
11987,81,52,26,55
11988,50,29,14,36
11989,50,28,14,36
11990,81,53,26,55
11991,81,52,26,55
11992,50,29,14,36
11993,50,28,14,36
11994,50,29,14,36
11995,187,134,67,120
11996,50,29,14,36
11997,50,28,14,36
11998,187,135,67,120
11999,187,134,67,120
12000,50,29,14,36
12001,143,100,50,93
12002,50,29,14,36
12003,50,28,14,36
12004,42,23,11,31
12005,42,22,11,31
12006,42,23,11,31
12007,68,42,21,47
12008,50,29,14,36
12009,81,52,26,55
12010,50,29,14,36
12011,42,22,11,31
12012,42,23,11,31
12013,42,22,11,31
12014,42,23,11,31
12015,94,62,31,63
12016,143,101,50,93
12017,50,28,14,36
12018,94,63,31,63
12019,94,62,31,63
12020,143,101,50,93
12021,143,100,50,93
12022,42,23,11,31
12023,42,22,11,31
12024,143,101,50,93
12025,42,22,11,31
12026,143,101,50,93
12027,143,100,50,93
12028,156,111,55,101
12029,156,110,55,101
12030,156,111,55,101
12031,99,66,33,66
12032,112,77,38,74
12033,50,28,14,36
12034,187,135,67,120
12035,187,134,67,120
12036,42,23,11,31
12037,42,22,11,31
12038,42,23,11,31
12039,187,134,67,120
12040,42,23,11,31
12041,187,134,67,120
12042,42,23,11,31
12043,50,28,14,36
12044,42,23,11,31
12045,42,22,11,31
12046,42,23,11,31
12047,42,22,11,31
12048,24,9,4,20
12049,42,22,11,31
12050,94,63,31,63
12051,94,62,31,63
12052,24,9,4,20
12053,24,8,4,20
12054,187,135,67,120
12055,187,134,67,120
12056,24,9,4,20
12057,187,134,67,120
12058,24,9,4,20
12059,187,134,67,120
12060,94,63,31,63
12061,94,62,31,63
12062,94,63,31,63
12063,143,100,50,93
12064,68,43,21,47
12065,50,28,14,36
12066,42,23,11,31
12067,42,22,11,31
12068,42,23,11,31
12069,42,22,11,31
12070,42,23,11,31
12071,42,22,11,31
12072,68,43,21,47
12073,42,22,11,31
12074,68,43,21,47
12075,42,22,11,31
12076,68,43,21,47
12077,68,42,21,47
12078,68,43,21,47
12079,42,22,11,31
12080,68,43,21,47
12081,68,42,21,47
12082,68,43,21,47
12083,68,42,21,47
12084,68,43,21,47
12085,68,42,21,47
12086,125,87,43,82
12087,125,86,43,82
12088,94,63,31,63
12089,50,28,14,36
12090,94,63,31,63
12091,94,62,31,63
12092,94,63,31,63
12093,94,62,31,63
12094,94,63,31,63
12095,94,62,31,63
12096,112,77,38,74
12097,68,42,21,47
12098,68,43,21,47
12099,68,42,21,47
12100,68,43,21,47
12101,68,42,21,47
12102,68,43,21,47
12103,187,134,67,120
12104,68,43,21,47
12105,187,134,67,120
12106,68,43,21,47
12107,68,42,21,47
12108,68,43,21,47
12109,68,42,21,47
12110,94,63,31,63
12111,94,62,31,63
12112,112,77,38,74
12113,68,42,21,47
12114,187,135,67,120
12115,187,134,67,120
12116,112,77,38,74
12117,112,76,38,74
12118,143,101,50,93
12119,143,100,50,93
12120,143,101,50,93
12121,143,100,50,93
12122,143,101,50,93
12123,81,52,26,55
12124,143,101,50,93
12125,143,100,50,93
12126,143,101,50,93
12127,143,100,50,93
12128,63,39,19,44
12129,125,86,43,82
12130,24,9,4,20
12131,24,8,4,20
12132,24,9,4,20
12133,24,8,4,20
12134,24,9,4,20
12135,249,182,91,158
12136,63,39,19,44
12137,187,134,67,120
12138,63,39,19,44
12139,50,28,14,36
12140,156,111,55,101
12141,156,110,55,101
12142,156,111,55,101
12143,112,76,38,74
12144,63,39,19,44
12145,63,38,19,44
12146,63,39,19,44
12147,63,38,19,44
12148,63,39,19,44
12149,63,38,19,44
12150,63,39,19,44
12151,63,38,19,44
12152,156,111,55,101
12153,156,110,55,101
12154,156,111,55,101
12155,187,134,67,120
12156,156,111,55,101
12157,156,110,55,101
12158,68,43,21,47
12159,68,42,21,47
12160,112,77,38,74
12161,63,38,19,44
12162,63,39,19,44
12163,63,38,19,44
12164,156,111,55,101
12165,156,110,55,101
12166,156,111,55,101
12167,63,38,19,44
12168,112,77,38,74
12169,156,110,55,101
12170,112,77,38,74
12171,156,110,55,101
12172,112,77,38,74
12173,112,76,38,74
12174,156,111,55,101
12175,156,110,55,101
12176,37,19,9,28
12177,63,38,19,44
12178,63,39,19,44
12179,63,38,19,44
12180,37,19,9,28
12181,37,18,9,28
12182,37,19,9,28
12183,37,18,9,28
12184,37,19,9,28
12185,37,18,9,28
12186,37,19,9,28
12187,94,62,31,63
12188,63,39,19,44
12189,63,38,19,44
12190,63,39,19,44
12191,187,134,67,120
12192,112,77,38,74
12193,68,42,21,47
12194,37,19,9,28
12195,37,18,9,28
12196,125,87,43,82
12197,125,86,43,82
12198,125,87,43,82
12199,156,110,55,101
12200,112,77,38,74
12201,94,62,31,63
12202,112,77,38,74
12203,63,38,19,44
12204,156,111,55,101
12205,156,110,55,101
12206,156,111,55,101
12207,156,110,55,101
12208,156,111,55,101
12209,112,76,38,74
12210,112,77,38,74
12211,112,76,38,74
12212,156,111,55,101
12213,156,110,55,101
12214,156,111,55,101
12215,156,110,55,101
12216,156,111,55,101
12217,37,18,9,28
12218,156,111,55,101
12219,37,18,9,28
12220,94,63,31,63
12221,94,62,31,63
12222,94,63,31,63
12223,94,62,31,63
12224,50,29,14,36
12225,156,110,55,101
12226,156,111,55,101
12227,156,110,55,101
12228,112,77,38,74
12229,112,76,38,74
12230,112,77,38,74
12231,156,110,55,101
12232,63,39,19,44
12233,125,86,43,82
12234,63,39,19,44
12235,112,76,38,74
12236,63,39,19,44
12237,63,38,19,44
12238,63,39,19,44
12239,63,38,19,44
12240,50,29,14,36
12241,63,38,19,44
12242,174,125,62,112
12243,174,124,62,112
12244,50,29,14,36
12245,50,28,14,36
12246,187,135,67,120
12247,187,134,67,120
12248,63,39,19,44
12249,112,76,38,74
12250,63,39,19,44
12251,156,110,55,101
12252,63,39,19,44
12253,63,38,19,44
12254,63,39,19,44
12255,63,38,19,44
12256,50,29,14,36
12257,94,62,31,63
