n,T,num_runs,num_odd,num_even
21438,193,139,69,124
21439,74,46,23,51
21440,74,47,23,51
21441,100,66,33,67
21442,100,67,33,67
21443,100,66,33,67
21444,74,47,23,51
21445,74,46,23,51
21446,74,47,23,51
21447,48,26,13,35
21448,48,27,13,35
21449,56,32,16,40
21450,48,27,13,35
21451,48,26,13,35
21452,48,27,13,35
21453,48,26,13,35
21454,100,67,33,67
21455,100,66,33,67
21456,74,47,23,51
21457,48,26,13,35
21458,48,27,13,35
21459,48,26,13,35
21460,74,47,23,51
21461,74,46,23,51
21462,48,27,13,35
21463,48,26,13,35
21464,74,47,23,51
21465,74,46,23,51
21466,74,47,23,51
21467,48,26,13,35
21468,74,47,23,51
21469,74,46,23,51
21470,87,57,28,59
21471,87,56,28,59
21472,100,67,33,67
21473,48,26,13,35
21474,74,47,23,51
21475,74,46,23,51
21476,74,47,23,51
21477,74,46,23,51
21478,74,47,23,51
21479,193,138,69,124
21480,100,67,33,67
21481,149,104,52,97
21482,100,67,33,67
21483,100,66,33,67
21484,131,91,45,86
21485,131,90,45,86
21486,131,91,45,86
21487,131,90,45,86
21488,100,67,33,67
21489,100,66,33,67
21490,56,33,16,40
21491,56,32,16,40
21492,100,67,33,67
21493,100,66,33,67
21494,100,67,33,67
21495,100,66,33,67
21496,100,67,33,67
21497,193,138,69,124
21498,100,67,33,67
21499,100,66,33,67
21500,100,67,33,67
21501,100,66,33,67
21502,193,139,69,124
21503,193,138,69,124
21504,17,3,1,16
21505,74,46,23,51
21506,74,47,23,51
21507,74,46,23,51
21508,74,47,23,51
21509,74,46,23,51
21510,74,47,23,51
21511,74,46,23,51
21512,74,47,23,51
21513,74,46,23,51
21514,74,47,23,51
21515,74,46,23,51
21516,74,47,23,51
21517,74,46,23,51
21518,193,139,69,124
21519,193,138,69,124
21520,118,81,40,78
21521,74,46,23,51
21522,74,47,23,51
21523,74,46,23,51
21524,118,81,40,78
21525,118,80,40,78
21526,74,47,23,51
21527,74,46,23,51
21528,118,81,40,78
21529,100,66,33,67
21530,118,81,40,78
21531,105,70,35,70
21532,74,47,23,51
21533,74,46,23,51
21534,74,47,23,51
21535,100,66,33,67
21536,69,43,21,48
21537,193,138,69,124
21538,118,81,40,78
21539,118,80,40,78
21540,149,105,52,97
21541,149,104,52,97
21542,149,105,52,97
21543,74,46,23,51
21544,69,43,21,48
21545,193,138,69,124
21546,69,43,21,48
21547,149,104,52,97
21548,149,105,52,97
21549,149,104,52,97
21550,149,105,52,97
21551,87,56,28,59
21552,69,43,21,48
21553,149,104,52,97
21554,149,105,52,97
21555,149,104,52,97
21556,69,43,21,48
21557,69,42,21,48
21558,149,105,52,97
21559,149,104,52,97
21560,30,13,6,24
21561,149,104,52,97
21562,30,13,6,24
21563,131,90,45,86
21564,30,13,6,24
21565,30,12,6,24
21566,149,105,52,97
21567,149,104,52,97
21568,118,81,40,78
21569,30,12,6,24
21570,30,13,6,24
21571,30,12,6,24
21572,69,43,21,48
21573,69,42,21,48
21574,69,43,21,48
21575,193,138,69,124
21576,162,115,57,105
21577,193,138,69,124
21578,162,115,57,105
21579,69,42,21,48
21580,162,115,57,105
21581,162,114,57,105
21582,162,115,57,105
21583,162,114,57,105
21584,118,81,40,78
21585,162,114,57,105
21586,118,81,40,78
21587,118,80,40,78
21588,118,81,40,78
21589,118,80,40,78
21590,69,43,21,48
21591,69,42,21,48
21592,69,43,21,48
21593,69,42,21,48
21594,69,43,21,48
21595,193,138,69,124
21596,69,43,21,48
21597,69,42,21,48
21598,162,115,57,105
21599,162,114,57,105
21600,118,81,40,78
21601,69,42,21,48
21602,162,115,57,105
21603,162,114,57,105
21604,162,115,57,105
21605,162,114,57,105
21606,162,115,57,105
21607,131,90,45,86
21608,118,81,40,78
21609,193,138,69,124
21610,118,81,40,78
21611,69,42,21,48
21612,74,47,23,51
21613,74,46,23,51
21614,74,47,23,51
21615,162,114,57,105
21616,162,115,57,105
21617,118,80,40,78
21618,69,43,21,48
21619,69,42,21,48
21620,162,115,57,105
21621,162,114,57,105
21622,69,43,21,48
21623,69,42,21,48
21624,162,115,57,105
21625,193,138,69,124
21626,162,115,57,105
21627,149,104,52,97
21628,69,43,21,48
21629,69,42,21,48
21630,69,43,21,48
21631,154,108,54,100
21632,56,33,16,40
21633,162,114,57,105
21634,118,81,40,78
21635,118,80,40,78
21636,118,81,40,78
21637,118,80,40,78
21638,118,81,40,78
21639,74,46,23,51
21640,43,23,11,32
21641,193,138,69,124
21642,43,23,11,32
21643,162,114,57,105
21644,43,23,11,32
21645,43,22,11,32
21646,69,43,21,48
21647,69,42,21,48
21648,43,23,11,32
21649,69,42,21,48
21650,69,43,21,48
21651,69,42,21,48
21652,43,23,11,32
21653,43,22,11,32
21654,43,23,11,32
21655,43,22,11,32
21656,43,23,11,32
21657,43,22,11,32
21658,43,23,11,32
21659,69,42,21,48
21660,43,23,11,32
21661,43,22,11,32
21662,43,23,11,32
21663,87,56,28,59
21664,56,33,16,40
21665,100,66,33,67
21666,69,43,21,48
21667,69,42,21,48
21668,69,43,21,48
21669,69,42,21,48
21670,69,43,21,48
21671,154,108,54,100
21672,56,33,16,40
21673,193,138,69,124
21674,56,33,16,40
21675,43,22,11,32
21676,43,23,11,32
21677,43,22,11,32
21678,43,23,11,32
21679,74,46,23,51
21680,118,81,40,78
21681,131,90,45,86
21682,131,91,45,86
21683,131,90,45,86
21684,118,81,40,78
21685,118,80,40,78
21686,162,115,57,105
21687,162,114,57,105
21688,118,81,40,78
21689,131,90,45,86
21690,118,81,40,78
21691,100,66,33,67
21692,69,43,21,48
21693,69,42,21,48
21694,69,43,21,48
21695,74,46,23,51
21696,56,33,16,40
21697,162,114,57,105
21698,162,115,57,105
21699,162,114,57,105
21700,162,115,57,105
21701,162,114,57,105
21702,162,115,57,105
21703,162,114,57,105
21704,162,115,57,105
21705,118,80,40,78
21706,162,115,57,105
21707,118,80,40,78
21708,162,115,57,105
21709,162,114,57,105
21710,206,149,74,132
21711,206,148,74,132
21712,56,33,16,40
21713,162,114,57,105
21714,162,115,57,105
21715,162,114,57,105
21716,56,33,16,40
21717,56,32,16,40
21718,43,23,11,32
21719,43,22,11,32
21720,100,67,33,67
21721,162,114,57,105
21722,100,67,33,67
21723,43,22,11,32
21724,100,67,33,67
21725,100,66,33,67
21726,100,67,33,67
21727,100,66,33,67
21728,69,43,21,48
21729,100,66,33,67
21730,56,33,16,40
21731,56,32,16,40
21732,162,115,57,105
21733,162,114,57,105
21734,162,115,57,105
21735,193,138,69,124
21736,69,43,21,48
21737,162,114,57,105
21738,69,43,21,48
21739,175,124,62,113
21740,118,81,40,78
21741,118,80,40,78
21742,118,81,40,78
21743,180,128,64,116
21744,69,43,21,48
21745,69,42,21,48
21746,131,91,45,86
21747,131,90,45,86
21748,69,43,21,48
21749,69,42,21,48
21750,118,81,40,78
21751,118,80,40,78
21752,69,43,21,48
21753,118,80,40,78
21754,69,43,21,48
21755,162,114,57,105
21756,69,43,21,48
21757,69,42,21,48
21758,131,91,45,86
21759,131,90,45,86
21760,17,3,1,16
21761,69,42,21,48
21762,180,129,64,116
21763,180,128,64,116
21764,56,33,16,40
21765,56,32,16,40
21766,56,33,16,40
21767,180,128,64,116
21768,69,43,21,48
21769,193,138,69,124
21770,69,43,21,48
21771,193,138,69,124
21772,69,43,21,48
21773,69,42,21,48
21774,118,81,40,78
21775,118,80,40,78
21776,56,33,16,40
21777,69,42,21,48
21778,162,115,57,105
21779,162,114,57,105
21780,56,33,16,40
21781,56,32,16,40
21782,69,43,21,48
21783,69,42,21,48
21784,56,33,16,40
21785,69,42,21,48
21786,56,33,16,40
21787,131,90,45,86
21788,100,67,33,67
21789,100,66,33,67
21790,100,67,33,67
21791,69,42,21,48
21792,69,43,21,48
21793,56,32,16,40
21794,162,115,57,105
21795,162,114,57,105
21796,162,115,57,105
21797,162,114,57,105
21798,162,115,57,105
21799,118,80,40,78
21800,69,43,21,48
21801,149,104,52,97
21802,69,43,21,48
21803,162,114,57,105
21804,56,33,16,40
21805,56,32,16,40
21806,56,33,16,40
21807,162,114,57,105
21808,69,43,21,48
21809,69,42,21,48
21810,69,43,21,48
21811,69,42,21,48
21812,69,43,21,48
21813,69,42,21,48
21814,162,115,57,105
21815,162,114,57,105
21816,131,91,45,86
21817,74,46,23,51
21818,131,91,45,86
21819,56,32,16,40
21820,131,91,45,86
21821,131,90,45,86
21822,193,139,69,124
21823,193,138,69,124
21824,17,3,1,16
21825,69,42,21,48
21826,131,91,45,86
21827,131,90,45,86
21828,69,43,21,48
21829,69,42,21,48
21830,69,43,21,48
21831,74,46,23,51
21832,162,115,57,105
21833,131,90,45,86
21834,162,115,57,105
21835,69,42,21,48
21836,162,115,57,105
21837,162,114,57,105
21838,175,125,62,113
21839,175,124,62,113
21840,17,3,1,16
21841,162,114,57,105
21842,162,115,57,105
21843,162,114,57,105
21844,17,3,1,16
21845,17,2,1,16
21846,56,33,16,40
21847,56,32,16,40
21848,118,81,40,78
21849,56,32,16,40
21850,118,81,40,78
21851,56,32,16,40
21852,118,81,40,78
21853,118,80,40,78
21854,56,33,16,40
21855,56,32,16,40
21856,43,23,11,32
21857,56,32,16,40
21858,162,115,57,105
21859,162,114,57,105
21860,162,115,57,105
21861,162,114,57,105
21862,162,115,57,105
21863,100,66,33,67
21864,43,23,11,32
21865,118,80,40,78
21866,43,23,11,32
21867,237,172,86,151
21868,118,81,40,78
21869,118,80,40,78
21870,118,81,40,78
21871,237,172,86,151
21872,43,23,11,32
21873,43,22,11,32
21874,162,115,57,105
21875,162,114,57,105
21876,43,23,11,32
21877,43,22,11,32
21878,100,67,33,67
21879,100,66,33,67
21880,162,115,57,105
21881,69,42,21,48
21882,162,115,57,105
21883,100,66,33,67
21884,162,115,57,105
21885,162,114,57,105
21886,87,57,28,59
21887,87,56,28,59
21888,131,91,45,86
21889,118,80,40,78
21890,43,23,11,32
21891,43,22,11,32
21892,162,115,57,105
21893,162,114,57,105
21894,162,115,57,105
21895,43,22,11,32
21896,43,23,11,32
21897,162,114,57,105
21898,43,23,11,32
21899,162,114,57,105
21900,43,23,11,32
21901,43,22,11,32
21902,162,115,57,105
21903,162,114,57,105
21904,43,23,11,32
21905,43,22,11,32
21906,43,23,11,32
21907,43,22,11,32
21908,43,23,11,32
21909,43,22,11,32
21910,162,115,57,105
21911,162,114,57,105
21912,43,23,11,32
21913,162,114,57,105
21914,43,23,11,32
21915,162,114,57,105
21916,193,139,69,124
21917,193,138,69,124
21918,193,139,69,124
21919,193,138,69,124
21920,131,91,45,86
21921,193,138,69,124
21922,43,23,11,32
21923,43,22,11,32
21924,43,23,11,32
21925,43,22,11,32
21926,43,23,11,32
21927,123,84,42,81
21928,131,91,45,86
21929,193,138,69,124
21930,131,91,45,86
21931,100,66,33,67
21932,118,81,40,78
21933,118,80,40,78
21934,118,81,40,78
21935,162,114,57,105
21936,118,81,40,78
21937,43,22,11,32
21938,43,23,11,32
21939,43,22,11,32
21940,118,81,40,78
21941,118,80,40,78
21942,268,197,98,170
21943,268,196,98,170
21944,118,81,40,78
21945,43,22,11,32
21946,118,81,40,78
21947,56,32,16,40
21948,56,33,16,40
21949,56,32,16,40
21950,56,33,16,40
21951,100,66,33,67
21952,131,91,45,86
21953,118,80,40,78
21954,149,105,52,97
21955,149,104,52,97
21956,131,91,45,86
21957,131,90,45,86
21958,131,91,45,86
21959,149,104,52,97
21960,43,23,11,32
21961,118,80,40,78
21962,43,23,11,32
21963,118,80,40,78
21964,43,23,11,32
21965,43,22,11,32
21966,100,67,33,67
21967,100,66,33,67
21968,131,91,45,86
21969,43,22,11,32
21970,162,115,57,105
21971,162,114,57,105
21972,131,91,45,86
21973,131,90,45,86
21974,100,67,33,67
21975,100,66,33,67
21976,69,43,21,48
21977,69,42,21,48
21978,69,43,21,48
21979,43,22,11,32
21980,69,43,21,48
21981,69,42,21,48
21982,100,67,33,67
21983,100,66,33,67
21984,43,23,11,32
21985,162,114,57,105
21986,131,91,45,86
21987,131,90,45,86
21988,100,67,33,67
21989,100,66,33,67
21990,100,67,33,67
21991,100,66,33,67
21992,43,23,11,32
21993,149,104,52,97
21994,43,23,11,32
21995,149,104,52,97
21996,69,43,21,48
21997,69,42,21,48
21998,69,43,21,48
21999,118,80,40,78
22000,43,23,11,32
22001,43,22,11,32
22002,69,43,21,48
22003,69,42,21,48
22004,43,23,11,32
22005,43,22,11,32
22006,74,47,23,51
22007,74,46,23,51
22008,175,125,62,113
22009,74,46,23,51
22010,175,125,62,113
22011,74,46,23,51
22012,175,125,62,113
22013,175,124,62,113
22014,74,47,23,51
22015,74,46,23,51
22016,38,19,9,29
22017,100,66,33,67
22018,193,139,69,124
22019,193,138,69,124
22020,193,139,69,124
22021,193,138,69,124
22022,193,139,69,124
22023,43,22,11,32
22024,131,91,45,86
22025,69,42,21,48
22026,131,91,45,86
22027,193,138,69,124
22028,131,91,45,86
22029,131,90,45,86
22030,69,43,21,48
22031,69,42,21,48
22032,162,115,57,105
22033,131,90,45,86
22034,162,115,57,105
22035,162,114,57,105
22036,162,115,57,105
22037,162,114,57,105
22038,144,101,50,94
22039,144,100,50,94
22040,162,115,57,105
22041,144,100,50,94
22042,162,115,57,105
22043,268,196,98,170
22044,131,91,45,86
22045,131,90,45,86
22046,131,91,45,86
22047,193,138,69,124
22048,131,91,45,86
22049,43,22,11,32
22050,162,115,57,105
22051,162,114,57,105
22052,100,67,33,67
22053,100,66,33,67
22054,100,67,33,67
22055,100,66,33,67
22056,131,91,45,86
22057,100,66,33,67
22058,131,91,45,86
22059,162,114,57,105
22060,162,115,57,105
22061,162,114,57,105
22062,162,115,57,105
22063,193,138,69,124
22064,131,91,45,86
22065,100,66,33,67
22066,100,67,33,67
22067,100,66,33,67
22068,131,91,45,86
22069,131,90,45,86
22070,100,67,33,67
22071,100,66,33,67
22072,162,115,57,105
22073,118,80,40,78
22074,162,115,57,105
22075,118,80,40,78
22076,162,115,57,105
22077,162,114,57,105
22078,144,101,50,94
22079,144,100,50,94
22080,131,91,45,86
22081,162,114,57,105
22082,162,115,57,105
22083,162,114,57,105
22084,131,91,45,86
22085,131,90,45,86
22086,131,91,45,86
22087,100,66,33,67
22088,131,91,45,86
22089,100,66,33,67
22090,131,91,45,86
22091,131,90,45,86
22092,131,91,45,86
22093,131,90,45,86
22094,69,43,21,48
22095,69,42,21,48
22096,131,91,45,86
22097,69,42,21,48
22098,69,43,21,48
22099,69,42,21,48
22100,131,91,45,86
22101,131,90,45,86
22102,118,81,40,78
22103,118,80,40,78
22104,43,23,11,32
22105,118,80,40,78
22106,43,23,11,32
22107,69,42,21,48
22108,43,23,11,32
22109,43,22,11,32
22110,100,67,33,67
22111,100,66,33,67
22112,131,91,45,86
22113,131,90,45,86
22114,43,23,11,32
22115,43,22,11,32
22116,43,23,11,32
22117,43,22,11,32
22118,43,23,11,32
22119,100,66,33,67
22120,131,91,45,86
22121,100,66,33,67
22122,131,91,45,86
22123,162,114,57,105
22124,43,23,11,32
22125,43,22,11,32
22126,43,23,11,32
22127,118,80,40,78
22128,100,67,33,67
22129,131,90,45,86
22130,162,115,57,105
22131,162,114,57,105
22132,100,67,33,67
22133,100,66,33,67
22134,43,23,11,32
22135,43,22,11,32
22136,100,67,33,67
22137,162,114,57,105
22138,100,67,33,67
22139,43,22,11,32
22140,131,91,45,86
22141,131,90,45,86
22142,131,91,45,86
22143,131,90,45,86
22144,38,19,9,29
22145,69,42,21,48
22146,131,91,45,86
22147,131,90,45,86
22148,69,43,21,48
22149,69,42,21,48
22150,69,43,21,48
22151,193,138,69,124
22152,69,43,21,48
22153,43,22,11,32
22154,69,43,21,48
22155,69,42,21,48
22156,69,43,21,48
22157,69,42,21,48
22158,43,23,11,32
22159,43,22,11,32
22160,69,43,21,48
22161,69,42,21,48
22162,69,43,21,48
22163,69,42,21,48
22164,69,43,21,48
22165,69,42,21,48
22166,69,43,21,48
22167,69,42,21,48
22168,69,43,21,48
22169,193,138,69,124
22170,69,43,21,48
22171,193,138,69,124
22172,206,149,74,132
22173,206,148,74,132
22174,206,149,74,132
22175,92,60,30,62
22176,38,19,9,29
22177,206,148,74,132
22178,56,33,16,40
22179,56,32,16,40
22180,56,33,16,40
22181,56,32,16,40
22182,56,33,16,40
22183,56,32,16,40
22184,38,19,9,29
22185,92,60,30,62
22186,38,19,9,29
22187,56,32,16,40
22188,56,33,16,40
22189,56,32,16,40
22190,56,33,16,40
22191,118,80,40,78
22192,69,43,21,48
22193,69,42,21,48
22194,69,43,21,48
22195,69,42,21,48
22196,69,43,21,48
22197,69,42,21,48
22198,92,61,30,62
22199,92,60,30,62
22200,69,43,21,48
22201,69,42,21,48
22202,69,43,21,48
22203,69,42,21,48
22204,69,43,21,48
22205,69,42,21,48
22206,69,43,21,48
22207,206,148,74,132
22208,131,91,45,86
22209,69,42,21,48
22210,193,139,69,124
22211,193,138,69,124
22212,131,91,45,86
22213,131,90,45,86
22214,131,91,45,86
22215,69,42,21,48
22216,131,91,45,86
22217,162,114,57,105
22218,131,91,45,86
22219,162,114,57,105
22220,131,91,45,86
22221,131,90,45,86
22222,56,33,16,40
22223,56,32,16,40
22224,131,91,45,86
22225,118,80,40,78
22226,118,81,40,78
22227,118,80,40,78
22228,131,91,45,86
22229,131,90,45,86
22230,162,115,57,105
22231,162,114,57,105
22232,162,115,57,105
22233,162,114,57,105
22234,162,115,57,105
22235,118,80,40,78
22236,162,115,57,105
22237,162,114,57,105
22238,162,115,57,105
22239,162,114,57,105
22240,131,91,45,86
22241,118,80,40,78
22242,131,91,45,86
22243,131,90,45,86
22244,131,91,45,86
22245,131,90,45,86
22246,131,91,45,86
22247,237,172,86,151
22248,131,91,45,86
22249,118,80,40,78
22250,131,91,45,86
22251,69,42,21,48
22252,118,81,40,78
22253,118,80,40,78
22254,118,81,40,78
22255,118,80,40,78
22256,118,81,40,78
22257,131,90,45,86
22258,69,43,21,48
22259,69,42,21,48
22260,118,81,40,78
22261,118,80,40,78
22262,74,47,23,51
22263,74,46,23,51
22264,118,81,40,78
22265,118,80,40,78
22266,118,81,40,78
22267,69,42,21,48
22268,237,173,86,151
22269,237,172,86,151
22270,237,173,86,151
22271,144,100,50,94
22272,38,19,9,29
22273,131,90,45,86
22274,92,61,30,62
22275,92,60,30,62
22276,131,91,45,86
22277,131,90,45,86
22278,131,91,45,86
22279,92,60,30,62
22280,69,43,21,48
22281,144,100,50,94
22282,69,43,21,48
22283,69,42,21,48
22284,69,43,21,48
22285,69,42,21,48
22286,131,91,45,86
22287,131,90,45,86
22288,38,19,9,29
22289,69,42,21,48
22290,144,101,50,94
22291,144,100,50,94
22292,38,19,9,29
22293,38,18,9,29
22294,69,43,21,48
22295,69,42,21,48
22296,38,19,9,29
22297,118,80,40,78
22298,38,19,9,29
22299,92,60,30,62
22300,69,43,21,48
22301,69,42,21,48
22302,69,43,21,48
22303,162,114,57,105
22304,131,91,45,86
22305,69,42,21,48
22306,43,23,11,32
22307,43,22,11,32
22308,43,23,11,32
22309,43,22,11,32
22310,43,23,11,32
22311,131,90,45,86
22312,131,91,45,86
22313,162,114,57,105
22314,131,91,45,86
22315,43,22,11,32
22316,43,23,11,32
22317,43,22,11,32
22318,43,23,11,32
22319,144,100,50,94
22320,131,91,45,86
22321,43,22,11,32
22322,43,23,11,32
22323,43,22,11,32
22324,131,91,45,86
22325,131,90,45,86
22326,113,77,38,75
22327,113,76,38,75
22328,69,43,21,48
22329,113,76,38,75
22330,69,43,21,48
22331,43,22,11,32
22332,69,43,21,48
22333,69,42,21,48
22334,69,43,21,48
22335,69,42,21,48
22336,38,19,9,29
22337,131,90,45,86
22338,162,115,57,105
22339,162,114,57,105
22340,131,91,45,86
22341,131,90,45,86
22342,131,91,45,86
22343,113,76,38,75
22344,113,77,38,75
22345,162,114,57,105
22346,113,77,38,75
22347,131,90,45,86
22348,113,77,38,75
22349,113,76,38,75
22350,118,81,40,78
22351,118,80,40,78
22352,38,19,9,29
22353,113,76,38,75
22354,162,115,57,105
22355,162,114,57,105
22356,38,19,9,29
22357,38,18,9,29
22358,43,23,11,32
22359,43,22,11,32
22360,69,43,21,48
22361,69,42,21,48
22362,69,43,21,48
22363,162,114,57,105
22364,69,43,21,48
22365,69,42,21,48
22366,69,43,21,48
22367,69,42,21,48
22368,69,43,21,48
22369,268,196,98,170
22370,69,43,21,48
22371,69,42,21,48
22372,69,43,21,48
22373,69,42,21,48
22374,69,43,21,48
22375,118,80,40,78
22376,69,43,21,48
22377,69,42,21,48
22378,69,43,21,48
22379,113,76,38,75
22380,131,91,45,86
22381,131,90,45,86
22382,131,91,45,86
22383,162,114,57,105
22384,69,43,21,48
22385,69,42,21,48
22386,69,43,21,48
22387,69,42,21,48
22388,69,43,21,48
22389,69,42,21,48
22390,69,43,21,48
22391,69,42,21,48
22392,69,43,21,48
22393,162,114,57,105
22394,69,43,21,48
22395,74,46,23,51
22396,69,43,21,48
22397,69,42,21,48
22398,74,47,23,51
22399,74,46,23,51
22400,87,57,28,59
22401,162,114,57,105
22402,69,43,21,48
22403,69,42,21,48
22404,69,43,21,48
22405,69,42,21,48
22406,69,43,21,48
22407,69,42,21,48
22408,38,19,9,29
22409,69,42,21,48
22410,38,19,9,29
22411,162,114,57,105
22412,38,19,9,29
22413,38,18,9,29
22414,69,43,21,48
22415,69,42,21,48
22416,100,67,33,67
22417,69,42,21,48
22418,69,43,21,48
22419,69,42,21,48
22420,100,67,33,67
22421,100,66,33,67
22422,69,43,21,48
22423,69,42,21,48
22424,100,67,33,67
22425,69,42,21,48
22426,100,67,33,67
22427,69,42,21,48
22428,69,43,21,48
22429,69,42,21,48
22430,69,43,21,48
22431,206,148,74,132
22432,87,57,28,59
22433,69,42,21,48
22434,100,67,33,67
22435,100,66,33,67
22436,113,77,38,75
22437,113,76,38,75
22438,113,77,38,75
22439,113,76,38,75
22440,87,57,28,59
22441,113,76,38,75
22442,87,57,28,59
22443,69,42,21,48
22444,162,115,57,105
22445,162,114,57,105
22446,162,115,57,105
22447,100,66,33,67
22448,131,91,45,86
22449,38,18,9,29
22450,38,19,9,29
22451,38,18,9,29
22452,131,91,45,86
22453,131,90,45,86
22454,69,43,21,48
22455,69,42,21,48
22456,131,91,45,86
22457,69,42,21,48
22458,131,91,45,86
22459,69,42,21,48
22460,69,43,21,48
22461,69,42,21,48
22462,69,43,21,48
22463,162,114,57,105
22464,87,57,28,59
22465,131,90,45,86
22466,206,149,74,132
22467,206,148,74,132
22468,87,57,28,59
22469,87,56,28,59
22470,87,57,28,59
22471,206,148,74,132
22472,162,115,57,105
22473,162,114,57,105
22474,162,115,57,105
22475,162,114,57,105
22476,162,115,57,105
22477,162,114,57,105
22478,61,37,18,43
22479,61,36,18,43
22480,87,57,28,59
22481,162,114,57,105
22482,100,67,33,67
22483,100,66,33,67
22484,87,57,28,59
22485,87,56,28,59
22486,69,43,21,48
22487,69,42,21,48
22488,61,37,18,43
22489,87,56,28,59
22490,61,37,18,43
22491,69,42,21,48
22492,61,37,18,43
22493,61,36,18,43
22494,61,37,18,43
22495,61,36,18,43
22496,175,125,62,113
22497,61,36,18,43
22498,87,57,28,59
22499,87,56,28,59
22500,162,115,57,105
22501,162,114,57,105
22502,162,115,57,105
22503,162,114,57,105
22504,175,125,62,113
22505,87,56,28,59
22506,175,125,62,113
22507,100,66,33,67
22508,61,37,18,43
22509,61,36,18,43
22510,61,37,18,43
22511,162,114,57,105
22512,175,125,62,113
22513,175,124,62,113
22514,113,77,38,75
22515,113,76,38,75
22516,175,125,62,113
22517,175,124,62,113
22518,61,37,18,43
22519,61,36,18,43
22520,162,115,57,105
22521,162,114,57,105
22522,162,115,57,105
22523,100,66,33,67
22524,162,115,57,105
22525,162,114,57,105
22526,206,149,74,132
22527,206,148,74,132
22528,25,9,4,21
22529,131,90,45,86
22530,61,37,18,43
22531,61,36,18,43
22532,61,37,18,43
22533,61,36,18,43
22534,61,37,18,43
22535,61,36,18,43
22536,87,57,28,59
22537,206,148,74,132
22538,87,57,28,59
22539,61,36,18,43
22540,87,57,28,59
22541,87,56,28,59
22542,61,37,18,43
22543,61,36,18,43
22544,87,57,28,59
22545,87,56,28,59
22546,206,149,74,132
22547,206,148,74,132
22548,87,57,28,59
22549,87,56,28,59
22550,87,57,28,59
22551,87,56,28,59
22552,87,57,28,59
22553,61,36,18,43
22554,87,57,28,59
22555,69,42,21,48
22556,87,57,28,59
22557,87,56,28,59
22558,87,57,28,59
22559,268,196,98,170
22560,38,19,9,29
22561,87,56,28,59
22562,87,57,28,59
22563,87,56,28,59
22564,43,23,11,32
22565,43,22,11,32
22566,43,23,11,32
22567,113,76,38,75
22568,38,19,9,29
22569,113,76,38,75
22570,38,19,9,29
22571,43,22,11,32
22572,87,57,28,59
22573,87,56,28,59
22574,87,57,28,59
22575,113,76,38,75
22576,38,19,9,29
22577,206,148,74,132
22578,206,149,74,132
22579,206,148,74,132
22580,38,19,9,29
22581,38,18,9,29
22582,149,105,52,97
22583,149,104,52,97
22584,61,37,18,43
22585,87,56,28,59
22586,61,37,18,43
22587,113,76,38,75
22588,61,37,18,43
22589,61,36,18,43
22590,61,37,18,43
22591,61,36,18,43
22592,131,91,45,86
22593,61,36,18,43
22594,61,37,18,43
22595,61,36,18,43
22596,38,19,9,29
22597,38,18,9,29
22598,38,19,9,29
22599,61,36,18,43
22600,87,57,28,59
22601,113,76,38,75
22602,87,57,28,59
22603,38,18,9,29
22604,87,57,28,59
22605,87,56,28,59
22606,87,57,28,59
22607,87,56,28,59
22608,131,91,45,86
22609,87,56,28,59
22610,87,57,28,59
22611,87,56,28,59
22612,131,91,45,86
22613,131,90,45,86
22614,113,77,38,75
22615,113,76,38,75
22616,113,77,38,75
22617,113,76,38,75
22618,113,77,38,75
22619,100,66,33,67
22620,113,77,38,75
22621,113,76,38,75
22622,87,57,28,59
22623,87,56,28,59
22624,131,91,45,86
22625,87,56,28,59
22626,113,77,38,75
22627,113,76,38,75
22628,113,77,38,75
22629,113,76,38,75
22630,113,77,38,75
22631,206,148,74,132
22632,131,91,45,86
22633,144,100,50,94
22634,131,91,45,86
22635,144,100,50,94
22636,69,43,21,48
22637,69,42,21,48
22638,69,43,21,48
22639,144,100,50,94
22640,38,19,9,29
22641,131,90,45,86
22642,113,77,38,75
22643,113,76,38,75
22644,38,19,9,29
22645,38,18,9,29
22646,113,77,38,75
22647,113,76,38,75
22648,38,19,9,29
22649,113,76,38,75
22650,38,19,9,29
22651,206,148,74,132
22652,87,57,28,59
22653,87,56,28,59
22654,87,57,28,59
22655,113,76,38,75
22656,38,19,9,29
22657,87,56,28,59
22658,131,91,45,86
22659,131,90,45,86
22660,131,91,45,86
22661,131,90,45,86
22662,131,91,45,86
22663,87,56,28,59
22664,131,91,45,86
22665,87,56,28,59
22666,131,91,45,86
22667,206,148,74,132
22668,131,91,45,86
22669,131,90,45,86
22670,87,57,28,59
22671,87,56,28,59
22672,82,53,26,56
22673,87,56,28,59
22674,87,57,28,59
22675,87,56,28,59
22676,82,53,26,56
22677,82,52,26,56
22678,131,91,45,86
22679,131,90,45,86
22680,82,53,26,56
22681,87,56,28,59
22682,82,53,26,56
22683,131,90,45,86
22684,82,53,26,56
22685,82,52,26,56
22686,82,53,26,56
22687,113,76,38,75
22688,38,19,9,29
22689,131,90,45,86
22690,82,53,26,56
22691,82,52,26,56
22692,206,149,74,132
22693,206,148,74,132
22694,206,149,74,132
22695,87,56,28,59
22696,38,19,9,29
22697,219,158,79,140
22698,38,19,9,29
22699,162,114,57,105
22700,131,91,45,86
22701,131,90,45,86
22702,131,91,45,86
22703,100,66,33,67
22704,131,91,45,86
22705,43,22,11,32
22706,43,23,11,32
22707,43,22,11,32
22708,131,91,45,86
